1	1	2	1	1:30	23400
2	1	3	2	2:00	26800
3	1	4	3	2:30	30200
4	1	5	1	2:00	48600
5	1	2	2	1:50	18400
6	1	3	3	2:20	21800
7	1	4	2	2:50	35200
8	1	5	2	2:20	43600
9	1	2	3	2:20	13400
10	1	3	1	2:50	31800
11	1	4	1	3:20	40200
12	1	5	3	2:50	38600
13	2	1	1	1:30	23400
14	2	3	2	0:30	18400
15	2	4	3	1:00	21800
16	2	5	1	0:30	40200
17	2	1	2	1:50	18400
18	2	3	3	0:50	13400
19	2	4	2	1:20	26800
20	2	5	2	0:50	35200
21	2	1	3	2:20	13400
22	2	3	1	1:20	23400
23	2	4	1	1:50	31800
24	2	5	3	1:20	30200
25	3	1	1	2:00	31800
26	3	2	2	0:30	18400
27	3	4	2	0:30	18400
28	3	5	1	1:00	31800
29	3	1	2	2:20	26800
30	3	2	1	0:50	23400
31	3	4	3	0:50	13400
32	3	5	2	1:20	26800
33	3	1	3	2:50	21800
34	3	2	3	1:20	13400
35	3	4	1	1:20	23400
36	3	5	3	1:50	21800
37	4	1	2	2:30	35200
38	4	2	1	1:00	31800
39	4	3	2	0:30	18400
40	4	5	1	1:30	23400
41	4	1	3	2:50	30200
42	4	3	1	1:20	23400
43	4	2	2	0:50	26800
44	4	5	3	1:50	13400
45	4	3	3	3:20	13400
46	4	2	3	1:50	21800
47	4	5	2	1:20	18400
48	4	1	1	2:20	40200
49	5	3	1	2:00	31800
50	5	2	1	0:30	40200
51	5	1	2	1:00	43600
52	5	4	1	1:30	23400
53	5	3	2	2:20	26800
54	5	2	2	0:50	35200
55	5	1	1	1:20	48600
56	5	4	2	1:50	18400
57	5	1	3	2:50	38600
58	5	4	3	1:20	13400
59	5	3	3	1:50	21800
60	5	2	3	2:20	30200
